Komentar,Skor
"saya merasa puas sekali pake tokopedia karna barang yg saya terima selaku sesusai /real pict,bisa hemat pembayaran jga bisa bebas ongkir,terima kasih tokopedia",1
fitur nya banyak banget setauku cuman tokped yang ada fitur PGN bagus hmm kalau bisa banyakin diskon atau chasbak dong wkwkwk,1
"Updetan trkhir kenapa toped jadi lemot. Koneksi terputus, tidak ada jaringan la. Di market sebelah lncar jaya. Brti mslhny di toped. Benarin dong. Msak mau belanja, dsruh coba lagi, coba lagi. Emgny aplikasi coba coba.",1
"pelayanan dri aplikasi emng bagus, yg jadi maslaah ,saya mendapatkan belanja gratis di tokopedia untuk pengguna baru tpi knp barang yg di proses terlalu lama ,saya sangat kecewa padahal saya sangat senang dengan adanya bisa belanja gratis di tokopedia tanpa ongkir , saya menunggu barang pesanan tpi tetap saja barang yg di pesan tak datang datang. saya mohon dong tokopedia jangan buat kecewa pengguna nya!",0
Notifikasi ga penting terlalu banyak..giliran ada transaksi baru malah ga muncul di layar notifikasi..ujungnya kena penalti.. nyesel instal.. aplikasi yg salah seller yg rugi. Mantab.. selamat tinggal,0
Terima kasih tokopedia & si cepat kerjasamanya...kalian mitra terbaik bagi saya,1
Saya pake aplikasi ini karena saya ngeliat bang dapid ngerifyu barangnya bagus bagus,0
Saya sdah transfer uang saya Malah tiba2 di batalkan Tolong uang saya di kembalikan,0
"tambahin fitur arisan online dong,dengan wilayah dan area yang beda daerah",0
"Kapok belanja dsni. Masa sistem bisa menolak pesanan hanya gara2 promo yg dipakai tdk sesuai. Siapa yg ngasih promo juga. Coba dibenerin dl Aplikasix, knp tdk di awal saja di rejek. In kita sudah bayar transfer dan berhasil pesanan malah dibatalkan sistem. Sangat tdk profesional. #Kapok belanja di Tokped",0
Kurang teliti pada pengiriman barang . Masa saya yang pesan barang malah dikirim ke orang lain . Saya yang pesan tidak menerima barang yang saya pesan . Saya udah komplain penanganannya sangat lama,0
Saya sangat suka dengan aplikasi tokopedia ini Saya sangat terbantu sekali,1
"saya sgat suka sekali. karena semua serba gampang, melalui toko pedia",1
"Ada penawaran khusus pengguna baru Rp 0-,..stlh saya beli dan bayar ongkirnya lwt ovo uang sy di kembalikan tanpa pemberitahuan dan alasan knp sy gk bs beli barang itu...luar biasaaa pinter banget aplikasi anak negeri ini",0
Sy Ellen Janis..Sy telah mengikuti Pelatihan Pra-Kerja di Arkademi dngn Judul 'Menguasai Bahasa Inggris Semudah Bahasa Indonesia'..Materinya sngt menarik & bermanfaat bagi sy..serta Narasumber yg kompeten dlm menyampaikan materi sehingga materi yg dijlskn sngt mudah dipahami & dimengerti..Stlh mengikuti pelatihan ini..sy lebih tertarik gy dlm mempelajari Bahasa Inggris..Semoga Arkademi & Tokopedia semakin sukses selalu ya..Terima ksh.,1
Masak cetak resi cuma bisa lewat laptop.....di aplikasi hp munculin dong pdf.nya biar gampang..,1
"saya senang belanja Di Tokopedia, banyak discount'y & harga'y bisa trjangkau tuk kelas menengah ke bawah sprti Saya 😂😄",1
ternyata belanja di Tokopedia menyenangkan sekali.. sukaaaaa... terimakasih,1
Semoga tokopedia membantu saya supaya cepat dpt sertifikat. Soalnya lama nggar keluar2 sertifikatnya.,1
Saldo saya ada tiga ribu tapi kenapa waktu bayar cuma kedeteksi tiga ratus rupiah,1
"Oke, terima kasih Yang 1 sudah beres 😀 Tinggal yang 1 nya lagi, belum 😴",0
Mantap sangat membantu dan sangat mudah di pahami dalam pelatihan prakerja🤗🙏,1
"Puas belanja di tokopedia, kualitas barang ok dan pengiriman cepat. 👍👍",1
"Pengalaman yang sangat anjing banget bersama Tokopedia , Sangat merugikan pihak pembeli , saya korban dari penjual nakal dan Tokopedia bergerak lamban dalam menanggapi , kita tidak bisa berbicara langsung dengan CS Tokopedia tapi kita di hadapkan denga mesin pembalas otomatis sangat menjengkelkan . Jauh jauh deh dari aplikasi ini . Cari yang aman aja",0
"Hallo tokopedia aku mau kasih saran sih untuk sistem pembayaran di tokopedia tuh agak ribet untuk pemula. Ngga user friendly, tidak seperti ladaza atau shopee, cuma kelebihan nya untuk report pembelian tuh detail. Tp lagi"" bener"" bingung untuk melakukan sistem pembayaran di tokped. Semoga bisa diubah agar lebih dimudahkan. Terima kasih",0
"Beli barang penjualnya ngasih diskon, udah checkout bayar nggk cepet diproses. Katanya udah kosong. Nyesel beli, nggk niat sama sekali Dana masuk ke apk diambil nggk bisa2 karna alasannya ganti nomer. Ruwet banget pokoknyaaa. Nyeseeeeeeeeelllll bngeeeeet",0
baik sekali. sangat membantu dan bermaanfaat bagi saya. kembangkan terus.,1
Sblm update harini 13Des.. keranjang eror.. diUpdate harini . Keranjang eror... Sdh diuninstall.. bersihkan cache.. instal ulang.. tyt masih.. ??,1
"Hanya saya kasih bintang 2 karena,, pas saya lihat kok gak ad realpct ny saya kecewa tokopedia bedo dng lazada",0
Tolong update untuk semua perizinan dan pengaturan system menjadi otomatis,1
Masa aku dituduh memanipulasi transaksi terhina kali harga diriku,0
Baru buka mata tentang online shop karna majikan jualan iphone ori d toko pedia... baru kali ini mau transaksi pas bli hp dapetnya replika Ya Allah dimana hati nurani manusia... dan knapa toko pedia meloloskan... kasian orang2 seperti kami yg ekonomi sulit untul mmbli hp harus bersabar dan puasa dlu... agar dpt mmbli.. bkn untuk gy2 tp mmng kmi sangat mmbutuhkan apalagi di masa seperti ini.. Anak hrus bljar dr rumah... saya hanya bisa mnangi batin 1bln keringat saya hy untuk hp replika,0
"Alhamdulillah sangat membantu, menarik, + bermanfaat, sukses terus & selalu Amanah. Semoga tidak ada Kecewa yg terjadi diantara kita.😎",1
"Kupon gk ada yg berguna, mau dapet kupon graris ongkir aja susah, dan saya sudah di kecewakan oleh seller, nulis bintang 1 tapi kenapa pas update bintangnya jaid full??? Sepertinya emang harus beralih ke shoppe",0
Aplikasi sangat membantu..cuma biaya klo pakek kartu kredit lumayan besar,1
"User friendly, pembayaran gampang, tracking pengiriman juga informatif",1
"Apl percuma sekian lama saya pelajai mtde codx sampai sekarang masih malah membuat kepala pusing, di toko tertulis tersedia cod setelah terpilih di klik tidak ada pilihan codx , tolong di perbaiki ya, andai bisa tidak di pilh bntang saya tidak akan memilih satu bintang saja sangat2 berat hati rasax, karna tidak pernah merasakan manfaatx, sementara saya hapus lagi, ya buat orang mungki tapi buat saya tidak sama sekali berguna, karna saya lebih memilih pembayaran di tempat/cod,",0
kren tokopedi... kalau bisa kasih saran buat menu untuk KTA dong min.,0
"Tokopedia memang olshop handal ,terima kasih sudah hadir di indonesia",0
Sangat membantu untuk urusan saya belanja ataupun pembelajaran di prakerja,1
"Tokopedianya sih bagus..... Cuma.. Sudah 3 kali aku kena sama penjual alias seller yang php in aku, akhirnya saldo tertahan awalnya bilang barang ready lah, silahkan di pesan lah setelah ditunggu 3 hari dengan kesabaran akhirnya nge inbox maaf kaka barang kosong, apa gak nyesek nungguin barang yang di idam idamkan gak datang, Tokopedia harus memberikan sangsi sama seller yang masang dagangan tapi barangnya gak ada itukan jadi buang2 waktu, aku kan beli.. bukan gratis kok jadi begini sih.....",0
Hai Tokopedia. Untuk batas waktu respon penjual tidak bisa hanya diberi waktu 1x24 jam saja? Karena seringkali penjual lama mengirimkan produk. Dan saya sebagai pembeli merasa ini sangat membuang waktu.,0
"Toko pedia sudah bagus tapi saya kecewa dengan jasa expidisi ""anter aja"".. Pengiriman saya di ""reschedule"" dengan alasan toko/kantor tutup (jm 18.00) padahal itu resto dan buka sampe jm 22.00.. Trs barang selanjut nya di ""reschedule"" lagi dengan alasan masalah ""operasional"" tolong sampaikan sama pihak anter aja",1
"Aplikasi penipuan saya ali misri membeli pelatihan dengan kartu prakerja saya, saldo saya terpotong tetapi saya tidak mendapatkan kode vocer apapun dan pas saya cek status top up dan tagihan nya kosong. Aplikasi masih nipu orang kecil aja di hubungi Tokopedia care tidak ada jawaban yang jelas.",0
"Terima kasih skil academy, toko pedia & kartu prakerja, disini saya pribadi mendapatkan ilmu pengalaman baru dan meteri yang disampaikan sangat baik, jelas dan mudah dilpahami semoga bermanfaat buat diri saya dan untuk banyak orang. Sukses selalu TOKOPEDIA",1
Males no hp udah ga aktif ga bs masuk lagi.permohonan selalu di tolak.,0
"Sangat bermanfaat sekali, dan mudah di gunakan.... Good lah pokonya",1
"Ma,af saya ga ngerti cara ambil vouchet yg 400 rb,. Pusing, sampai kini blm di ambil,,,caranya gmn ,,saya dah tua usiaku 54, hp satu juga rebutan sama anak belajar on line tp pake jadwal,,,stressss",0
Selamat pagi pak Saya minta maaf karena tidak bisa di ajak ngobrol,1
"cara transaksi atau pembayaran Nya, agak ribet, gak jaya tempat belanja online yang lain nya... tolong di permudah cara pembayaran Nya.",1
Assalamu'alaikum kk. Kk kenapa pesanan saya dibatalkan oleh pihak tokopedia. Padahal saya mengikuti aturan yang ada. Apakah gara gara sebelumnya belum di update aplikasi tokopedia di hp sehingga pesanan dibatalkan? Mohon informasinya. Terima kasih.,0
"Lebih di tingkatkan lagi pelayanan nya klo ada komplain jangan di suruh nunggu aja padahal udah habis batas waktu nya, masih aja di suruh nunggu, ini hanya sekedar saran dan masukan gak ada niat menjatuhkan , atas perhatian nya saya kasih bintang 5 , terima kasih tokopedia moga makin sukses",1
"tokopedia tidak membela pembeli, hanya membela pedagang. jelas-jelas pedagang salah mengirim barang, dan saat retur sangat amat lama bahkan saat kirim barang yang lain masih juga salah tetap saja masih membela pedagang. sangat tidak profesional, tidak berani memberikan sanksi untuk pedagang nakal. lagian komplen masa sejak tgl 13okt sampai 29okt masih aja berjalan? harusnya. pedagang ngga jelas di kick...!!!",0
"Aplikasi ini saya suka tetapi saya ada keluhan untuk menilai barang setelah menerima paket tersebut. Dan ketika saya ingin mengirim penilaian barang, ada tulisa ""Internal Server Error"". Berharap bisa cepat diperbaiki.",0
Toko pedia sangat membantu masyarakat untuk berbelanja online. Tks.,1
tingkat kan terus ia pelayan nya🤗terima kasih tokped sukses selalu..,1
"Baru instal aplikasi ini, terus pesan barang lewat aplikasi ini tapi pengiriman barang nya lama banget, lebih dari 1 minggu terus pas nyampek barang palsu dan tidak sesuai deskripsi. Rugi banyak sampai juta an. Sudah saya komplain dan minta dana nya kembali tapi penjual malah menolak solusi. Dan akhirnya pihak Tokopedia nya gak berbuat apapun malah kesannya membela penjual yang curang. Mohon diperbaiki lagi. Gak akan aku pakek lagi aplikasinya.",0
Tokopedia selalu memberi kemudahan untuk segala -galanya sukses Tokopedia,1
Update skrg Makin ga jelas trus nyusahin.. udh ga bisa menghapus semua barang di keranjang.. harus satu-satu.. trus ga bisa langsung nge cek list semua barang sekejap... Update ga guna,0
Tokopedia terimakasih dengan adanya kamu belanja jadi mudah kapanpun dimanapun,1
"Ada apa dengan tokopedia, saya Baca di ulasan ada beberapa orang yang kasusnya sama dengan saya, dapat voucer diskon tapi setelah di pakai transaksi malah di batalkan. Bukan masalah saldo kembali, tapi kenapa bisa begitu ?????",0
"Saya baru download aplikasi ini, coba beli barang, pas udah bayar, kok tiba-tiba pesanan dibatalkan karna melanggar T&C, senggaknya melanggar kan bisa dikasih tau sebelum bayar, ini saldo udah berkurang aja baru dibatalkan.",0
"terimakasih toko pedia pelatihan pra kerja saya sudah selesai,pelatihan nya bermanfaat sekali.😇😊",1
Mantab saya beli pelatihan lewat sini sangat mudah dan cepat sangat rekomen,1
Payah. Jaringan 4g pun 90% slalu gagal loading. Jadi males pake toped. Ram hp 4gb juga padahal. Tolong pengembang aplikasi jangan bnyak fitur tapi malah berat. Bikin emosi saja tiap buka aplikasi ini slalu gagal koneksi padahal internet buat buka aplikasi lain lancar. Reset chace juga gak ngaruh.,0
"Seneng banget, selalu dpt voucher cashback lumayan sekali.. thankssssssss",1
"Kak kataya gratis ongkir, tp kok tetep mahal,,, malahan ongkirnya murahan,, di toko online lain, yang gak gratis ongkir,, cuma 6100,, padahal kurirnya sama,,",0
"Saldo saya nyangkut di akun ini grgr pembatalan pesanan,dan penarikan saldo ga bisa di karenakan nomor saya sudah terdaftar di akun tokped lain nya, mohon perbaiki masalah penarikan saldo ini,",0
"Mau login sisuruh update, pdhl baru download gimana ceritanya disuruh update",0
Dana belum masuk ke ovo padahal sudah 2×24 jam. Tolong kerja samanya,0
"Semakin lama semakin parah. Ada dua order yang saya buat, yang satu sudah diproses dan diantar TAPI SAMA SEKALI TIDAK SAYA TERIMA, apaan nih di app ditulis sudah sampai, sampai dimana???? Dan yang satu lagi malah tidak di respon seller sama sekali dan saat ingin saya batalkan malah disuruh nunggu respon seller, klo seller aja kgk respon orderan gimana mau respon pembatalan??? Dan yang membuat hal lebih buruk, pihak TokPed malah memihak seller. TOKPED GET SUCC",0
Tolong jangan update 2 aja pas dibuka fiturnya malahan berbeda lagian sdh sy kasih bintang penuh tolong fitur dibuat yg nyaman bagi sipengguna ok,1
"Toko pedia aplikasi yg sangat bermanfaat, memudah kan untuk memenuhi kebutuhan kitaa.. Apalagi toko pedia juga bekerja sama dgn prakerja. Lebih memudah kan untuk mendapat ilmu pengetahuan,",1
"Bisa hemat Rp 10.000 sudah dipakai, kok gak dipotong ke pembayaran?",1
Kenapa akun tokopedia saya kolom redeem giftcard tidak aktif..shg saya tidak bisa redeem kode voucer..padahal dulu bisa...pada kolom toko pediacare juga tidak aktif..jadi tidak bisa menyampaikan keluhan,0
Terima kasih kepada skill academy tokopedia..sehingga saya mendapatkan banyak ilmu dan pengetahuan yang baru saya ketahui...tentunya dapat mempermudah dalam kehidupan...semoga makin maju dan sukses selalu..sekali lagi terima kasih.,1
Terimakasih toko pedia semua jadi lebih mudah 😇😇 Sangat sangat membantu sekali,1
"Aplikasi yang ribet, devlopernya terlalu ribet banyak menu yang gak penting. apa lagi dalam memilih metode pembayaran dan memasukan kode notifikasi akan kembali lagi ke menu awal, sehingga transaksi tidak selesai-selesai beda dengan tetangga sebelah, menu simpel dan memudahkan pengguna dalam melakukan pemilihan menu pembayaran.",0
"Barangnya berkualitas, gampang operasionalnya dan selalu dapat free ongkir 🙏🙏🙏",1
"Suka banget belanja di Tokopedia, pembayarannya mudah dan aman, barang selalu sampai dengan aman, banyak diskon ongkir dan juga semoga Tokopedia dapat memajukan perekonomian di Indonesia khususnya untuk produk produk lokal, sukses terus buat Tokopedia.",1
"Saya gak suka dengan aplikasi Tokopedia ini, aplikasi ini terlalu buruk sekali. Saya pesan barang yg hari Senin siang, barangnya sampai sekarang blm datang, gimana Tokopedia ini mananya barang saya? Kok blm diantar sampai sekarang? 😡",0
"Terima kasih Tokopedia, Skill academy by ruang guru dan lembaga kartu prakerja yang telah memberikan saya kesempatan untuk bergabung dalam webinar pelatihan supaya saya bisa mengatur keuangan saya sebagai driver dan lebih beraktifitas lagi terima kasih untuk semua pihak yang terkait.",1
"Kecewa banget banyak kupon vocer potong harga tpi tidak biasa di gunakan, sma masak satu alamat dengan kakak saya gk bisa, waktu pembayaran di batal kan karena alasan akun palsu kata nya,",0
Bebas ongkir toped pake anteraja... sangat cepat**************** tapi bohoooong😛.. kerjasama yg sangat mengecewakan.,0
Parah aplikasi nya . Gagara ni app jadi kendala prakerja gua,0
Ini pesanan saya diproses mulu gk dikirim...saya paling lama di apps lain 4 hari dah nyampe ini udah hampir 2 minggu gk dikirim kirim(padahal udah lunas).....ini apps lokal andalan belanja kok kalah sama yg dari luar...disuruh hub tokopedia care di klik aja gk bisa payahhhhh...,0
INI GIMANA GAK BISA LIHAT KERANJANG? TERUS KALAU MAU BELI BARANG HARUS NGAPAIN COBA?,0
"Saya chat di fb ngk di balas, jd saya hrus nnya sama siapa",0
Saya kasi bintang 4 dlu. Klo nnti aplikasinya bagus saya tambah bintangnya😊,1
"Percuma banyak promo, tapi penarikan danah tak kunjung diproses, komplai pun yang jawab BOT dgn jawaban yang sama dan berulang ulang. Mengecewakan pindah buka lapak saja",0
semoga barang yang di pesan sama ama yang di janjikan tidak mengecewakan,1
"Yaa sudah mengajukan pengubahan nomor hp 2x di rentan waktu 3(kalau gak salah) bulan ini, dan sudah mengisi data yg dibutuhkan dan selalu di tolak, itu kenapa ?? Padahal nomor yg saya pakek dlu itu sudah mati dan tidak bisa login lagi !!!! Untuk kesekian kali terimakasih saja lah buat tokped.",0
"Seharusnya jika pembeli ingin membatalkan tidak harus nunggu lama dengan proses, jika memang respon dari penjual lama, sementara pembeli ingin cepat...tolong di perbaiki",0
nyaman aman belanja di Tokopedia sudah yg kesekian kalinya.. recomended 👍,1
"Saya kecewa transaksi saya dibatalkan karena alasan diskon/ voucher terdapat manipulasi atau apalah. Padahal saya saya pesan bisa digunakan, kalo tidak ingin kasih diskon/voucher tidak usah ditampilkan saja, jangan malah transaksi pesanan saya batalkan.",0
"min tolong dong kenapa saya tidak bisa redem Gift Cart, sedangkan kode Gifkart yang saya redem sudah benar ,tolong dong perbaiki lagi apk nya ,kalo kya gni saya susah mau beli ini itu klo mau redem Gift Card aja tidak bisa",0
baru pertama kali berlanganan dgn toko pedia.susah betul mau jadi anggota tokopedia. karena no Verifikasinya terlalu cepat.keluar di Wa saya.tks,1
"aplikasi gak jelas, duit saya Rp.333.600 gak bisa balik gara"" pesanan dibatalin,promo boong semua cuman narik buat orang download aja. pas saya log out mau login lagi udh gak bisa, padahal duit saya masih di aplikasi ini,GBLOK!!!",0
Sangat membantu sekali untuk memudahkan kehidupan sehari hari. Terimakasih,1
"lemot banget pengirimannya,sampe kesel nungguin dari pagi:(",1
Aku lebih suka kalau ada promo dan ongkirnya gratis tanpa minimum belanja\U0001f970\U0001f970\U0001f970,1
"Tolong, untuk top-up voucher game, aplikasi atau dev yang telah tidak berlaku dihilangkan saja. Karena menyebabkan voucher yang tidak sah",0
kalau bisa free ongkir seperti aplikasi sebelah karena di tokopedia free ongkirnya cm 20rb aja...,1
iseng iseng nyoba akhirnya ketagihan juga karena sering gratis ongkirnya hehe mantab,1
"Assalamualaikum terimakasih kepada Tokopedia sebagai mitra pelatihan prakerja, somoga Tokopedia semakin sukses & semoga ilmu yg telah diberikan oleh tim skill academy bisa di terapkan di kehidupan nyata & bermanfaat untuk semuanya. Tapi saya mohon dibantu dan dikondisikan kenapa sampai saat ini sertifikat saya belum muncul di akun di dashboard prakerja padahal saya sudah menyelesaikan webinar dan sudah mendapatkan sertifikat, terimakasih wasalam.",1
"Saya sdh mulai agak sering belanja di tokopedia, ada gambar bebas ongkir, tapi tetep saja ada ongkirnya, gimana ini pertanggung jawaban nya, saya harap tokopedia bekerjasama dengan akulaku, supaya saya bisa kredit, Krn home kredit dan kredivo ga bisa ACC, padahal saya belum pernah punya masalah kredit dengan siapa pun, saran perbanyak voucher bagi pembeli yg sering belanja, jangan kalah saing, sebab yg jualan semakin banyak sekarang, jga ongkir makin mahal menjadi pertimbangan konsumen.",0
"Banyak pelapak menipu, jual barang yg barang nya gak Ready..!!! Buat uang pelanggan tersangkut berhari2..!!! Hanya merugikan pelangga..!!!! Pesan chat gak bisa ditandai untuk di hapus seluruhnya..!!! Lemah..!!!!",0
Alhamdulillah ...mksh dear reseler toped mksh pak kurir n terima kasih u/ semua salam sehat selalu,1
"Apk bagus,,,pernah ketipu 1× pas udh transaksi 500K,,,ehh malah ketipu,,,tapi bukan apa"" yg salah bukan apknya aku nya aja salah beli di orang yg kek gitu:v Tp katanya gratis ongkir? Kok sya masih kena biaya ongkir? Cod pun ga bisa? Gapapalah^^ yg penting sekarang udh ada jaminan kalo kena tipu+barang yg dikirim rusak Thanks juga buat para pengguna tokopedia yg jujur^^ Sekian itu dari saya^^ Tolong di perbaiki ya...",1
"Tokopedia selain belanja dan bayar tagihan, ternyata bisa beramal juga Terima kasih fitur yg di berikan, Semoga saya dan orang lain di berikan berkah yg ikut serta berdonasi, serta crew,owner,dll tokopedia diberikan berkah. PERTAHANKAN kepercayaan Customer.",1
Aplikasinya jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi booonk hanyuk,1
"Woooii admin anjimm. Dari mulai 1september 2020, Saya Membeli Pelatihan Kerja untuk mengikuti pelatihan Kartu prakerja Seharga 300rb lebih. sampai sekarang 24 November 2020 Tidak juga Dikirim kan kode voucher nya anjimmmm Kont*llll 😠😠 Dan saya Mau Beli Pelatihan Yg Lain Juga gak Bisa sebab Pelatihan Pertama yg saya beli Belum saya Tuntaskan karena terkendala Kode Voucher itu Kont*llll. Bagi Saya Klarifikasi nya anjimmmm. Udah cukup sabar saya ya. Asal komplain selalu Tdk Ada jwbn Memuaskan 😠",0
Tolong dong kenapa untuk cs nya susah bgt. Udah pesen udah bayar juga tapi nggak masuk list pesanan. Dicek juga gak ada. Csnya susah bgt mau nanya2 ribet. Tolong solusinya tf udah berhasil sampek cek ke rekening juga.,0
"Kenapa sisa pembayaran tidak bisa digabung sama saldo ovo point?,benar2 menyulitkan buyers.dan juga casback kenapa harus dimasukan ke ovo point?, seharusnya beri pilihan masuk dana ovo atau langsung ke cashback.",0
"Utk pengguna cc lebih hati2 belanja d tokped. Sy korbannya. Pilihannya apa yg tertagih apa, udh coba bikin laporan mana sulit lapornya, udah gitu d suruh nunggu 14 hari tidak termasuk hari kerja, sy bahkan sudah nunggu lbh dari 19 hari. Tp belum ada perubahan. Thx tokped",0
"Sayang sekali limit transaksi di alfamart cuma 2,5 itu maksimal,,,lewat virtual akun sering error,,lambat proses,,.tolong dong ditambah lagi limit transaksinya biar kaya lapak sebelah bisa sampe 5jt.dan untuk indomaret tidak tersedia,,",0
Jangan pake aplikasi ini. Gak bertanggung jawab sama konsumen ya. Saya pesan barang tp sudah sebulan lebih sy belum terima. Kurir Anteraja penipu smua. Mereka bilang sudah diterima sma saya. Tp sampai detik ini sy belum terima. Celana pendek buat anak sy cewek kelas 6 sd. Dia boleh nabung buat beli celana itu. Sy ga rela!!. Jgn nipu konsumen dong!!!,0
"Skrg dri jakarta ke mesuji gak ada potongan ongkir utk beberapa jenis barang, pdahal berat gak lbh dr 1kg. Selama ini jg jarak alamat sy sbelumnya dpt potongan gratis ongkir, skrg gak bisa lgi. Agak kecewa",0
"Saya sudah bayar pesanan tiba-tiba dibatalkan oleh sistem dengan alasan melanggar syarat dan ketentuan, padahal saya tidak memanipulasi promo yang saya klaim, sungguh mengecewakan",0
Nyesel donload mau pesen tapi gak bisa..gangguan terus saya sangat kecewa,0
"System tololpedia, pembeli yg salah toko yv jadi korban. Sistem tololpedia tai..!!! Lu ngapa buat promo kalau semua kategori gak boleh dibeli? Sekalian aja kategori kontol kemasan gak bisa dibeli juga.",0
Woyy call tokopedia yg mana nih ga ada bisa di hubungi !!!,0
"Gratis ongkir yang pake kurir anter aja ampun, butuh waktu 2 minggu",0
"Udah sminggu lebih login mau buka toko d sini,, tp susah betul prosesnya,,, keterangan yg muncul koneksi error,, dari minggu2 lagi gini trus,, nyusahain orang banget. Ternyata pas d cek ulasan apk ini kebanyakan yg kecewanya,, pantas aja kalo gtu, gk recomended banget boss lo smua pengurus tokped👎",0
Dg adanya aplikasi tokped memprmudah sya untk mencari brang apa sja yg di inginkan..,1
"Mantap,,, saatnya hapus²in aplikasi sejenis lain ny nih,,, cukup d sn az😋",1
"Apabila ada komplain / batal pembelian dana tdk hilang ,lgs ada di saldo",1
"Woy pembatalan sepihak dari penjual padahal udah di bayar terus dana di refund ke saldo ,,dan saldo ngga bisa di pake buat belanja ,,gimana ini solusi nya",0
"Baru *pertama kali* belanja udah kena tipu,barang yang aku persen rusak,dan penjualnya gak mau ganti,dah gitu pake ngehina segala Emg sih ini bukan kesalahan tokopedia, tp kesalahan penjualnya.",1
atas nama latipah yng membeli pelatihan di tokopedia bisnis umkm sangat terbantu dengan adanya bimbingan pembelajaran yng terdpt pada aplikasi tokipedia.,1
"alah babi transaksi di batalkan alasan merugikan pihak tokopedia, padahal saya udah bayar duluan gimana coba yang rugi siapa yang di bilang rugi siapa anjing emng toped, Duit udah di ambil duluan transaksi di batalkan duit saya? g kembali, yang rugi? tokopedia nya, lah? stresss makan tuh duit haram",0
"Sangat bagus sekali. barang"" nya di jamin 💯% asli Tidak mengecewakan",1
"Saya sudah bertahun tahun langganan sama aplikasi ini dan setia selalu sebelumnya saya kasih bintang 5, saran aja update jgn terlalu sering, terimakasih",0
Tokopedia kenapa susah banget di telpon ke cs nya. Ga kaya akun sebelah. Pake via chat tampilannya ga ada juga . bingung mau info kesiapa. Hadeuh .tolong di permudah aplikasi jangan di perbarui trus tapi susah buat komunikasi. Dan tolong untuk IT Tokopedia aplikasi di perbarui dan di permudah buat telpon aatau info ke CS nya. Trimksh.,1
"Intinya di persulit semua, masalah kartu hilang jdi ngak bisa login, hangus saldo prakerja saya, gara gara blm kasih reting di toko pedia ny, Jangan situ bls ama texs copy paste an situ, itu ngk guna. Udah saya coba semua. Dsn tetep ngk bisa",0
gimana sih semenjak pembaruan/update aplikasinya malah makin ngaco.. 1 tramsaksi saya yg belum selesai ga bisa tracking.. dan 3 transaksi sebelumnya hilang dari daftar semua transaksi. dan fitur status transaksi nya sekarang malah aneh dan gak jelas.. mending kyk kemarin yg sebelum update!,0
"Udah beberapa kali belanja pake tokopedia memuaskan,,cocok pokoknya,,👍👍😊😊",1
Menurut aku Tokopedia udah bagus banget mana setiap hari aku dapet ovo points kalo gak voucher diskon atau cashback banyak banget pokoknya Tokopedia gak merugikan deh gak nyesel aku download Tokopedia,1
gak percaya sama ulasan yg lain karna ini tu walau pengirimannya agak lambat tapi 👍👍👍👍,1
Kasih bintang satu dulu . Soalnya tadi saya pertama masuk katanya dapat vhocer gratis300k . Tapi pas mau blanja diliat di ovo masih nol . Mknya saya tes ajah dulu . Kalau cuman PHP say delete. Lagi . Dan saya fostink aplikasi ini . Klw ini cuman PHP👍🙏,0
"Reksadana gak bisa dibuka, padahal sdh mau satu tahun investasi melalui tokopedia, sebulanan ini gak bisa dibuka. Kalo ujung2nya cuma bisa dibuka melalui web, buat apa ada pilihan di aplikasi.",0
"Kecewa sama Tokopedia. Padahal saya dari dulu langganan Tokopedia dan setiap dapet gratis ongkir biasanya ekspedisi nya si cepat, eh sekarang malah dapet ekspedisi anter aja. Mana lemot barang saya gak sampe sampe. Kalo bisa anter aja di hapus aja. Pake si cepat aja",0
mantappppppp... selalu puas pakai apk Tokopedia. semoga tambah maju.,1
"Min,DiAwasi terus min pelapaknya, Banyak pelapak yang menggunakan gambar dari lapak lain, atau pelapak yang membuat akun lebih dari 1 dengan barang yang sama. ketahuan banget dari isi dideskripsinya,",1
Saya suka pemesan an nya ga susah simpel ga ribet ga muter muter pokoknya bagus,1
Bagus..tolong di update agar proses pengiriman pulsa cepat terkirim,1
Sangat bagus karena bisa membatu saya membuka usaha dan tanpa takut gagal,1
"Saya sudah ikut pelatihan, sudah kasih bintang 5, tapi sertifikat didashboard ga muncul2 otomatis insentif saya ga cair2, status pelatihan saya masih aktif, mau beli lagi yg lain masih tetap ada pelatihan yg belum diselesaikan, belum selesai tapi udh dapat sertifikat......ANEH :(",1
"Setelah saya cek dari segi harga produk dan biaya pengriman dengan alamat yg sama ataupun produk yang sama, tokopedia lebih mahal dari toko online lain, padahal kupon juga sudah terpasang, jadi mohon maaf langsung saya uninstal. Semoga bisa jadi masukan buat tokopedia.",0
Tempat belanja paling mantap buat kalian para pendaftar prakerja beli kelas di tokped ajah ayo buruan gais,1
"Please... Sertakan cara mengubah tanggal lahir di akun. Karna saya sudah verifikasi email serta KTP, tapi terkendala tanggal lahir yg tidak sesuai antara akun dan ktp. Sehingga saya tidak bisa mengakses bnyak produk di tokopedia. Terima kasih",0
